empreendimento,ano,mes,ano_mes,produto,id_produto,safra,uf,municipio,cod_ibge,unidade_comercializacao,vlr_custo_variavel_ha,vlr_custo_variavel_unidade,vlr_custo_fixo_ha,vlr_custo_fixo_unidade,vlr_renda_fator_ha,vlr_renda_fator_unidade
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,TRIGO                                   ,11238,TODAS                                   ,DF,BRASÍLIA-DF                                       ,5300108,60 kg   ,12480.18,104.0,2159.08,17.99,2224.55,18.54
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,TRIGO                                   ,11153,TODAS                                   ,MG,SÃO GOTARDO-MG                                    ,3162104,60 kg   ,7430.82,87.42,1446.3,17.02,4262.93,50.15
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,TRIGO                                   ,11153,TODAS                                   ,MS,LAGUNA CARAPÃ-MS                                  ,5005251,60 kg   ,2906.4,67.07,1146.78,26.46,1169.47,26.99
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,TRIGO                                   ,11153,TODAS                                   ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,4940.02,92.63,1492.44,27.98,1894.11,35.51
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,TRIGO                                   ,11153,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,4784.41,82.02,933.48,16.0,2480.71,42.53
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,TRIGO                                   ,11191,TODAS                                   ,PR,UBIRATÃ-PR                                        ,4128005,60 kg   ,4686.95,93.74,1935.64,38.71,3591.37,71.83
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,TRIGO                                   ,11153,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,4338.12,96.4,1370.18,30.45,637.42,14.16
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,TRIGO                                   ,11153,TODAS                                   ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,5488.62,96.29,1421.66,24.94,1663.03,29.18
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,TRIGO                                   ,11153,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,5264.19,92.35,1316.99,23.11,559.52,9.82
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,TRITICALE                               ,11315,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,3771.16,64.65,1078.45,18.49,1876.76,32.17
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,BA,BARREIRAS-BA                                      ,2903201,15 kg   ,16332.56,139.43,1771.48,14.4,2438.28,19.82
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,15 kg   ,14358.94,120.6,1068.88,8.48,958.7,7.61
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,15 kg   ,14980.24,126.46,1293.56,10.52,1263.75,10.27
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO VERDE-MT                                    ,5102678,15 kg   ,10931.47,104.47,1926.41,17.51,2527.95,22.98
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,15 kg   ,12965.16,122.81,1342.97,12.21,1450.95,13.19
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,ARROZ                                   ,4685,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,5828.65,107.61,2359.61,43.56,3007.06,55.51
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,ARROZ                                   ,11159,TODAS                                   ,RS,PELOTAS-RS                                        ,4314407,50 kg   ,9425.26,58.91,3461.35,21.63,740.99,4.63
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,ARROZ                                   ,11159,TODAS                                   ,RS,SANTO ANTÔNIO DA PATRULHA-RS                      ,4317608,50 kg   ,9244.85,61.63,3931.33,26.21,869.27,5.8
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,7798.85,210.78,794.09,21.46,773.56,20.91
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,11182.965,265.74,1235.98,29.195,761.915,18.17
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,9924.17,211.15,2678.2,56.98,2244.93,47.76
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,5896.36,153.82,1438.42,37.52,2101.16,54.81
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,SP,TAQUARITUBA-SP                                    ,3553807,60 kg   ,9132.62,199.26,1619.34,35.33,3090.64,67.43
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,MILHO                                   ,4742,2ª SAFRA                                ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,3014.17,37.68,592.93,7.41,732.41,9.16
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,MILHO                                   ,4742,2ª SAFRA                                ,GO,RIO VERDE-GO                                      ,5218805,60 kg   ,4559.53,45.6,1250.75,12.51,976.38,9.76
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,MILHO                                   ,4742,2ª SAFRA                                ,MA,BALSAS-MA                                         ,2101400,60 kg   ,3374.01,47.63,591.59,8.35,879.34,12.41
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,MILHO                                   ,4742,2ª SAFRA                                ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,5228.65,52.29,795.93,7.96,589.31,5.89
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,MILHO                                   ,4742,2ª SAFRA                                ,MS,DOURADOS-MS                                       ,5003702,60 kg   ,3411.79,40.14,742.81,8.74,1783.76,20.99
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,3956.98,39.57,1175.83,11.76,1310.75,13.11
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO VERDE-MT                                    ,5102678,60 kg   ,4711.48,47.11,1162.45,11.62,2456.4,24.56
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,MILHO                                   ,4742,2ª SAFRA                                ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,3979.23,39.79,543.92,5.44,1574.07,15.74
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,MILHO                                   ,4742,2ª SAFRA                                ,MT,SORRISO-MT                                        ,5107925,60 kg   ,4686.71,39.06,490.92,4.09,285.01,2.38
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,MILHO                                   ,4742,2ª SAFRA                                ,PR,CAMPO MOURÃO-PR                                   ,4104303,60 kg   ,5093.08,47.01,1023.92,9.45,2602.43,24.02
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,MILHO                                   ,4742,2ª SAFRA                                ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,5167.76,54.4,1781.03,18.75,1562.9,16.45
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,MILHO                                   ,4742,1ª SAFRA                                ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,9185.59,45.93,1802.11,9.01,1632.8,8.16
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,MILHO                                   ,4742,1ª SAFRA                                ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,8477.71,52.99,1498.28,9.36,1685.97,10.54
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,MILHO                                   ,4742,1ª SAFRA                                ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,6250.99,47.06,1254.03,9.44,548.99,4.13
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,SOJA                                    ,4744,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,4927.71,89.59,971.1,17.66,463.41,8.43
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,SOJA                                    ,4744,TODAS                                   ,GO,RIO VERDE-GO                                      ,5218805,60 kg   ,4303.73,66.21,1228.51,18.9,953.6,14.67
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,SOJA                                    ,4744,TODAS                                   ,MA,BALSAS-MA                                         ,2101400,60 kg   ,5476.66,105.32,1541.44,29.64,967.97,18.61
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,SOJA                                    ,4744,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,6222.69,113.14,1063.79,19.34,646.51,11.75
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,SOJA                                    ,4744,TODAS                                   ,MS,DOURADOS-MS                                       ,5003702,60 kg   ,5358.83,92.39,1400.69,24.15,1836.06,31.66
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,SOJA                                    ,4744,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,5061.69,87.27,1215.09,20.95,1206.97,20.81
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,SOJA                                    ,4744,TODAS                                   ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,5390.92,99.83,1194.42,22.12,952.97,17.65
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,SOJA                                    ,4744,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,5960.24,99.34,686.05,11.43,1258.91,20.98
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,SOJA                                    ,4744,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,5221.47,82.44,782.19,12.35,2444.9,38.6
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,SOJA                                    ,4744,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,5390.58,84.23,1593.1,24.89,684.91,10.7
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,SOJA                                    ,4744,TODAS                                   ,RS,SÃO GABRIEL-RS                                    ,4318309,60 kg   ,3585.15,79.67,1159.16,25.76,351.16,7.8
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,SOJA                                    ,4744,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,5456.56,94.08,1110.66,19.15,545.94,9.41
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,SORGO GRANIFERO                         ,4745,TODAS                                   ,GO,RIO VERDE-GO                                      ,5218805,60 kg   ,2704.34,45.07,1187.41,19.79,961.21,16.02
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,TRIGO                                   ,11238,TODAS                                   ,DF,BRASÍLIA-DF                                       ,5300108,60 kg   ,12496.94,104.14,2159.08,17.99,2332.28,19.44
AGRICULTURA EMPRESARIAL                 ,2023,1,202301,TRIGO                                   ,11153,TODAS                                   ,MG,SÃO GOTARDO-MG                                    ,3162104,60 kg   ,7372.06,86.73,1443.83,16.99,4469.64,52.58
